gene	expressed.libs	libs.total	ratio	genome
59920.SAMN00623057.PMN2A_1278	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1279	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_2185	29	73	0.3972602739726027	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1280	71	73	0.9726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1281	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1282	71	73	0.9726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1283	72	73	0.9863013698630136	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1284	71	73	0.9726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_R0027	28	73	0.3835616438356164	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1285	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1286	71	73	0.9726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1287	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1288	52	73	0.7123287671232876	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1289	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1290	72	73	0.9863013698630136	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1291	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1292	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1293	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1294	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1295	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1296	71	73	0.9726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1297	71	73	0.9726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_2186	48	73	0.6575342465753424	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1298	41	73	0.5616438356164384	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1299	72	73	0.9863013698630136	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1300	71	73	0.9726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1301	66	73	0.9041095890410958	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1302	63	73	0.863013698630137	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1303	72	73	0.9863013698630136	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1304	66	73	0.9041095890410958	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1305	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1306	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1307	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1308	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_2187	38	73	0.5205479452054794	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1310	72	73	0.9863013698630136	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1311	71	73	0.9726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1312	57	73	0.7808219178082192	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1313	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1314	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1315	71	73	0.9726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1316	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1317	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_2188	59	73	0.8082191780821918	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1318	51	73	0.6986301369863014	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1319	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1320	55	73	0.7534246575342466	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1321	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1322	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1323	72	73	0.9863013698630136	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1324	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1325	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1326	63	73	0.863013698630137	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
59920.SAMN00623057.PMN2A_1327	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00001;5S_rRNA;375928	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1397380	35	73	0.4794520547945205	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1743199	70	73	0.958904109589041	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;372580	64	73	0.8767123287671232	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1667968	62	73	0.8493150684931506	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1648355	22	73	0.3013698630136986	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1122044	23	73	0.3150684931506849	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1281657	34	73	0.4657534246575342	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1598577	65	73	0.8904109589041096	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1317796	55	73	0.7534246575342466	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;389806	68	73	0.9315068493150684	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;469581	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1792078	28	73	0.3835616438356164	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1430288	42	73	0.5753424657534246	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1040484	69	73	0.9452054794520548	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;846941	45	73	0.6164383561643836	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;469082	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;897924	71	73	0.9726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;372497	64	73	0.8767123287671232	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;352473	70	73	0.958904109589041	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;167166	57	73	0.7808219178082192	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;294054	23	73	0.3150684931506849	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;772289	41	73	0.5616438356164384	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;362751	41	73	0.5616438356164384	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1524250	42	73	0.5753424657534246	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;389889	67	73	0.9178082191780822	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1112783	21	73	0.2876712328767123	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1324924	63	73	0.863013698630137	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;647433	38	73	0.5205479452054794	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1632381	68	73	0.9315068493150684	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;557035	36	73	0.4931506849315068	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;103918	53	73	0.726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1169500	66	73	0.9041095890410958	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1619070	53	73	0.726027397260274	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1376980	41	73	0.5616438356164384	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;309715	27	73	0.3698630136986301	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;797373	44	73	0.6027397260273972	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;1371598	61	73	0.8356164383561644	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00005;tRNA;275141	19	73	0.2602739726027397	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00010;RNaseP_bact_a;1668077	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00013;6S;673483	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00059;TPP;1679082	42	73	0.5753424657534246	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00169;Bacteria_small_SRP;1382187	66	73	0.9041095890410958	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00174;Cobalamin;1108476	70	73	0.958904109589041	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF00177;SSU_rRNA_bacteria;370845	63	73	0.863013698630137	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF01116;Yfr1;1191112	68	73	0.9315068493150684	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF01701;Cyano-1;382482	33	73	0.4520547945205479	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF01701;Cyano-1;983401	34	73	0.4657534246575342	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF01701;Cyano-1;386958	69	73	0.9452054794520548	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF01701;Cyano-1;44834	32	73	0.4383561643835616	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF01851;cyano_tmRNA;94671	73	73	1	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF02364;Yfr13;1082193	62	73	0.8493150684931506	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF02514;5_ureB_sRNA;1547656	66	73	0.9041095890410958	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF02541;LSU_rRNA_bacteria;372962	63	73	0.863013698630137	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
RF03151;cyano-S1;357488	70	73	0.958904109589041	Prochlorococcus.marinus.str.NATL2A_txid59920_SAMN00623057_Synechococcales
K00031_upstream.fna.motif.h2_3.h2_5;pos1792072	193	228	0.8464912280701754	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K00215_upstream.fna.motif.h1_4.h2_2.h2_3;pos2216576	16	228	0.07017543859649122	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K00259_upstream.fna.motif.h2_1;pos1826327	22	228	0.09649122807017543	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K00436_upstream.fna.motif.h1_4.h2_2;pos190306	17	228	0.07456140350877193	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K00436_upstream.fna.motif.h2_1;pos190172	11	228	0.04824561403508772	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K00791_upstream.fna.motif.h1_4;pos2571275	61	228	0.2675438596491228	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K01082_upstream.fna.motif.h1_5;pos173358	7	228	0.03070175438596491	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K01191_upstream.fna.motif.h1_4;pos1772034	7	228	0.03070175438596491	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K01537_upstream.fna.motif.h2_3;pos1094409	24	228	0.10526315789473684	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K01889_upstream.fna.motif.h1_1;pos2140542	24	228	0.10526315789473684	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02097_upstream.fna.motif.h2_1.h2_4;pos2240632	52	228	0.22807017543859648	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02097_upstream.fna.motif.h1_2;pos2240649	34	228	0.14912280701754385	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02221_upstream.fna.motif.h2_1;pos2084594	34	228	0.14912280701754385	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02233_upstream.fna.motif.h1_2;pos444278	1	228	0.0043859649122807015	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02836_upstream.fna.motif.h1_1;pos398641	185	228	0.8114035087719298	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02863_upstream.fna.motif.h1_1.h1_3;pos625802	196	228	0.8596491228070176	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02906_upstream.fna.motif.h2_2;pos2299656	209	228	0.9166666666666666	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02906_upstream.fna.motif.h2_5;pos2299659	209	228	0.9166666666666666	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02931_upstream.fna.motif.h1_1;pos2293906	200	228	0.8771929824561403	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K03325_upstream.fna.motif.h2_1;pos2012290	25	228	0.10964912280701754	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K03631_upstream.fna.motif.h1_5.h2_2.h2_1;pos1843592	10	228	0.043859649122807015	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K03650_upstream.fna.motif.h1_1.h2_5.h2_1.h2_4;pos1648381	161	228	0.706140350877193	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K03665_upstream.fna.motif.h1_2.h2_1;pos2524416	206	228	0.9035087719298246	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K03797_upstream.fna.motif.h2_1;pos2398720	224	228	0.9824561403508771	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K21903_upstream.fna.motif.h2_1;pos1313475	22	228	0.09649122807017543	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K03980_upstream.fna.motif.h1_2.h2_1;pos2109748	9	228	0.039473684210526314	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K04075_upstream.fna.motif.h2_3.h2_4.h1_5.h2_5;pos1161291	8	228	0.03508771929824561	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K04485_upstream.fna.motif.h1_1;pos1506568	45	228	0.19736842105263158	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K04485_upstream.fna.motif.h2_3;pos1506621	22	228	0.09649122807017543	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K04485_upstream.fna.motif.h1_3;pos1506635	16	228	0.07017543859649122	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K05584_upstream.fna.motif.h2_1.h2_2.h1_2;pos2053124	105	228	0.4605263157894737	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K05584_upstream.fna.motif.h1_1;pos2053142	121	228	0.5307017543859649	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K06864_upstream.fna.motif.h2_1.h2_2.h2_3;pos1432672	7	228	0.03070175438596491	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K07086_upstream.fna.motif.h2_3;pos1526961	155	228	0.6798245614035088	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K07086_upstream.fna.motif.h1_1;pos1526964	152	228	0.6666666666666666	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K09121_upstream.fna.motif.h1_4;pos2417983	180	228	0.7894736842105263	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K21703_upstream.fna.motif.h2_1;pos2050502	36	228	0.15789473684210525	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K00988_downstream.fna.motif.h1_5;pos1198683	0	228	0	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02233_downstream.fna.motif.h1_4.h2_2.h1_5;pos442814	10	228	0.043859649122807015	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02341_downstream.fna.motif.h2_1.h2_2.h1_2;pos92612	66	228	0.2894736842105263	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
K02835_downstream.fna.motif.h1_3;pos2282707	121	228	0.5307017543859649	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0001	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0002	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0003	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0004	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0005	205	228	0.8991228070175439	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0006	211	228	0.9254385964912281	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0007	226	228	0.9912280701754386	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0008	227	228	0.9956140350877193	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0009	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0010	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0011	227	228	0.9956140350877193	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0012	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0013	227	228	0.9956140350877193	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0014	227	228	0.9956140350877193	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0015	172	228	0.7543859649122807	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0016	225	228	0.9868421052631579	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0017	158	228	0.6929824561403509	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0018	227	228	0.9956140350877193	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0019	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0020	227	228	0.9956140350877193	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0021	191	228	0.8377192982456141	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0022	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0023	226	228	0.9912280701754386	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0024	226	228	0.9912280701754386	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0025	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0026	228	228	1	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0027	181	228	0.793859649122807	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0028	82	228	0.35964912280701755	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0029	71	228	0.31140350877192985	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0030	227	228	0.9956140350877193	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0031	172	228	0.7543859649122807	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0032	222	228	0.9736842105263158	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0033	210	228	0.9210526315789473	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0034	52	228	0.22807017543859648	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0035	128	228	0.5614035087719298	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
1140.SAMN02598254.Synpcc7942_0036	215	228	0.9429824561403509	Synechococcus.elongatus.PCC.7942.FACHB.805_txid1140_SAMN02598254_Synechococcales
